0.3,10,60,10,1
0.3,5,60,10,1
0.3,1,60,10,1
0.3,10,45.56,10,1
0.3,5,45.56,10,1
0.3,1,45.56,10,1
0.3,10,17.5,10,1
0.3,5,17.5,10,1
0.3,1,17.5,10,1
0.05,10,60,10,1
0.05,5,60,10,1
0.05,1,60,10,1
0.05,10,45.56,10,1
0.05,5,45.56,10,1
0.05,1,45.56,10,1
0.05,10,17.5,10,1
0.05,5,17.5,10,1
0.05,1,17.5,10,1
0.001,10,60,10,1
0.001,5,60,10,1
0.001,1,60,10,1
0.001,10,45.56,10,1
0.001,5,45.56,10,1
0.001,1,45.56,10,1
0.001,10,17.5,10,1
0.001,5,17.5,10,1
0.001,1,17.5,10,1
0.3,10,60,5,1
0.3,5,60,5,1
0.3,1,60,5,1
0.3,10,45.56,5,1
0.3,5,45.56,5,1
0.3,1,45.56,5,1
0.3,10,17.5,5,1
0.3,5,17.5,5,1
0.3,1,17.5,5,1
0.05,10,60,5,0
0.05,5,60,5,0
0.05,1,60,5,1
0.05,10,45.56,5,0
0.05,5,45.56,5,0
0.05,1,45.56,5,1
0.05,10,17.5,5,0
0.05,5,17.5,5,0
0.05,1,17.5,5,1
0.001,10,60,5,0
0.001,5,60,5,0
0.001,1,60,5,0
0.001,10,45.56,5,0
0.001,5,45.56,5,0
0.001,1,45.56,5,0
0.001,10,17.5,5,0
0.001,5,17.5,5,0
0.001,1,17.5,5,0
0.3,10,60,3,1
0.3,5,60,3,1
0.3,1,60,3,1
0.3,10,45.56,3,1
0.3,5,45.56,3,1
0.3,1,45.56,3,1
0.3,10,17.5,3,1
0.3,5,17.5,3,1
0.3,1,17.5,3,1
0.05,10,60,3,0
0.05,5,60,3,0
0.05,1,60,3,0
0.05,10,45.56,3,0
0.05,5,45.56,3,0
0.05,1,45.56,3,0
0.05,10,17.5,3,0
0.05,5,17.5,3,0
0.05,1,17.5,3,1
0.001,10,60,3,0
0.001,5,60,3,0
0.001,1,60,3,0
0.001,10,45.56,3,0
0.001,5,45.56,3,0
0.001,1,45.56,3,0
0.001,10,17.5,3,0
0.001,5,17.5,3,0
0.001,1,17.5,3,0
